DELL,239.447476,474
GOOG,239.6752437,114
MSFT,240.6182594,429
ORCL,240.0660119,124
SUNW,239.9908247,215
YHOO,238.6531108,465
CSCO,239.5383059,273
DELL,239.1885033,131
GOOG,238.712335,412
MSFT,238.2823294,355
ORCL,238.3856329,428
SUNW,238.758554,329
YHOO,237.3971971,119
CSCO,237.6356578,365
DELL,238.3673248,481
GOOG,239.0127496,451
MSFT,241.1100562,376
ORCL,243.6356773,481
SUNW,243.5372616,167
YHOO,242.7366394,265
CSCO,242.0331038,141
DELL,241.0674536,374
GOOG,241.6024554,414
MSFT,240.8482713,495
ORCL,240.3181037,131
SUNW,240.3636536,344
YHOO,241.0967141,158
CSCO,241.6349415,222
DELL,242.8416089,149
GOOG,244.6526602,293
MSFT,244.9713789,104
ORCL,245.5256439,288
SUNW,246.4255744,198
YHOO,247.3563964,137
CSCO,246.3918191,288
DELL,246.3245862,443
GOOG,244.5944788,454
MSFT,245.9668151,420
ORCL,244.7956058,172
SUNW,244.5058896,111
YHOO,243.5659447,225
CSCO,241.8629453,482
DELL,240.2100774,428
GOOG,239.6290089,225
MSFT,240.2806872,293
ORCL,241.1371946,173
SUNW,242.1077453,118
YHOO,242.6595067,191
CSCO,244.2770348,448
DELL,243.8580288,241
GOOG,246.4231549,166
MSFT,246.1509786,179
ORCL,244.2780685,195
SUNW,242.0695375,498
YHOO,241.6582089,495
CSCO,244.0626813,465
DELL,243.3287285,351
GOOG,242.7282312,486
MSFT,241.4189036,480
ORCL,242.7990534,193
SUNW,242.0080293,178
YHOO,242.9948231,321
CSCO,240.7461607,418
DELL,240.9496175,404
GOOG,242.3388403,309
MSFT,242.1586972,310
ORCL,240.1300241,279
SUNW,240.5014197,131
YHOO,242.5853863,218
CSCO,242.5406869,187
DELL,243.2775689,393
GOOG,242.9619708,168
MSFT,243.6793938,114
ORCL,243.4163419,316
SUNW,244.8683821,431
YHOO,243.1038545,396
CSCO,243.7457813,334
DELL,242.8088197,351
GOOG,243.1067754,120
MSFT,243.8542954,486
ORCL,245.116405,390
SUNW,244.6469698,457
YHOO,244.9839271,391
CSCO,245.8139845,395
DELL,245.6221341,142
GOOG,245.4376651,289
MSFT,245.9029867,254
ORCL,246.6921832,337
SUNW,245.2051085,165
YHOO,244.4745447,267
CSCO,243.6598093,262
DELL,245.1927994,232
GOOG,245.9794196,212
MSFT,246.2276953,269
ORCL,245.7820435,391
SUNW,246.0000266,419
YHOO,245.3394077,427
CSCO,245.1052889,372
DELL,245.4032859,396
GOOG,245.8456365,275
MSFT,244.516553,485
ORCL,243.6963068,153
SUNW,244.0291124,445
YHOO,242.3283311,488
CSCO,241.9591643,338
DELL,241.8816353,296
GOOG,242.6251736,365
MSFT,241.687501,110
ORCL,242.0101269,284
SUNW,241.8253827,281
YHOO,241.6239051,292
CSCO,242.213362,345
DELL,241.4536484,105
GOOG,241.5882395,461
MSFT,242.4390323,418
ORCL,242.4923217,133
SUNW,240.4675996,176
YHOO,240.4345878,199
CSCO,240.9651032,244
DELL,240.1432481,359
GOOG,241.0784193,216
MSFT,241.7096359,405
ORCL,241.1719747,244
SUNW,240.7898401,305
YHOO,240.8432129,421
CSCO,239.1350413,284
DELL,240.1087231,232
GOOG,240.2066971,312
MSFT,241.0955693,416
ORCL,240.5756785,110
SUNW,241.7933007,367
YHOO,242.9413311,299
CSCO,242.4958345,457
DELL,241.6311732,233
GOOG,244.4113614,462
MSFT,242.9746543,241
ORCL,242.3298443,334
SUNW,242.6770134,258
YHOO,242.1919201,382
CSCO,239.8585147,180
DELL,239.078201,363
GOOG,239.8906305,458
MSFT,239.8848087,419
ORCL,240.3251213,256
SUNW,241.2579672,153
YHOO,240.1369522,115
CSCO,240.9315302,362
DELL,239.9833881,452
GOOG,239.687613,158
MSFT,239.8779449,164
ORCL,239.210354,382
SUNW,239.5301199,440
YHOO,240.9754782,210
CSCO,243.0661721,256
DELL,243.5755091,256
GOOG,242.9692403,383
MSFT,242.6929383,461
ORCL,241.9929398,351
SUNW,241.0873204,131
YHOO,241.7700543,383
CSCO,242.4488935,133
DELL,241.3848743,241
GOOG,241.0540492,194
MSFT,239.3142049,480
ORCL,237.3330206,170
SUNW,236.5010387,109
YHOO,235.6068984,404
CSCO,236.1194974,454
DELL,236.3743427,208
GOOG,236.3237179,243
MSFT,236.4156097,318
ORCL,237.1806418,207
SUNW,238.0199063,111
YHOO,239.5893836,260
CSCO,240.9307765,387
DELL,239.7894789,190
GOOG,239.9156003,155
MSFT,239.3751905,138
ORCL,238.7234481,468
SUNW,238.822003,204
YHOO,238.4873008,483
CSCO,239.3842622,101
DELL,241.4736472,196
GOOG,241.1462411,474
MSFT,240.5799935,241
ORCL,240.5750396,472
SUNW,241.2125027,130
YHOO,241.0671693,330
CSCO,240.830126,466
DELL,241.5557516,310
GOOG,243.0411114,228
MSFT,242.7796258,299
ORCL,243.7883939,489
SUNW,243.5459713,196
YHOO,243.851277,385
CSCO,242.7977341,168
DELL,244.3087294,421
GOOG,244.4814926,381
MSFT,244.0175757,154
ORCL,244.7928522,196
SUNW,245.7637024,303
YHOO,246.6781558,204
CSCO,247.673748,457
DELL,247.0592237,316
GOOG,246.5805132,432
MSFT,246.7740313,223
ORCL,249.0012004,409
SUNW,248.6590952,104
YHOO,249.0524784,499
CSCO,250.4013836,146
DELL,250.9160142,395
GOOG,250.3581279,109
MSFT,250.3197104,249
ORCL,248.1674486,102
SUNW,249.3967318,372
YHOO,248.985136,368
CSCO,246.5757603,228
DELL,245.5292276,160
GOOG,245.8150753,315
MSFT,245.1930353,292
ORCL,246.2227911,146
SUNW,246.3603136,383
YHOO,247.6329376,290
CSCO,247.454244,253
DELL,246.6368917,199
GOOG,246.4291171,405
MSFT,247.5180482,297
ORCL,247.926749,491
SUNW,248.3550478,375
YHOO,248.0837147,210
CSCO,247.7522617,117
DELL,247.5089831,445
GOOG,247.1184211,490
MSFT,248.2684048,215
ORCL,246.9607141,388
SUNW,245.7823365,195
YHOO,245.6500727,137
CSCO,244.9985967,405
DELL,245.7017373,148
GOOG,244.6464468,137
MSFT,243.5606455,143
ORCL,243.3825824,375
SUNW,244.7771814,205
YHOO,244.7598917,111
CSCO,243.7550103,323
DELL,245.7690667,333
GOOG,246.3587199,410
MSFT,245.8944886,169
ORCL,245.1627317,236
SUNW,243.9591044,139
YHOO,244.5869803,184
CSCO,244.6207018,387
DELL,245.0859278,372
GOOG,243.6656956,187
MSFT,245.6896808,283
ORCL,245.9387835,210
SUNW,245.4576857,242
YHOO,244.9004318,276
CSCO,245.2219759,167
DELL,244.765354,376
GOOG,244.2629057,493
MSFT,244.61186,262
ORCL,245.2351725,321
SUNW,245.908149,471
YHOO,247.9925163,343
CSCO,249.455623,380
DELL,250.183787,370
GOOG,249.7661331,240
MSFT,250.1329636,183
ORCL,249.0051255,464
SUNW,250.2270091,342
YHOO,248.8118376,120
CSCO,249.0540003,123
DELL,248.4127727,327
GOOG,249.0210387,244
MSFT,249.4824152,449
ORCL,249.3592759,109
SUNW,250.1956666,225
YHOO,249.2581164,365
CSCO,251.0488226,290
DELL,251.4329652,115
GOOG,250.1908309,298
MSFT,250.18008,447
ORCL,250.1121689,495
SUNW,249.8030731,475
YHOO,248.8915744,260
CSCO,249.0305752,246
DELL,247.7415634,464
GOOG,248.62908,412
MSFT,248.9187402,280
ORCL,249.280548,449
SUNW,248.883403,264
YHOO,248.0976894,341
CSCO,247.6495707,158
DELL,247.1795866,411
GOOG,245.7690615,313
MSFT,245.2656842,216
ORCL,243.9531635,440
SUNW,244.0137759,393
YHOO,244.3255021,388
CSCO,245.562072,421
DELL,245.2708733,225
GOOG,246.6435509,127
MSFT,246.660153,370
ORCL,247.0201387,356
SUNW,246.8280993,291
YHOO,246.2732869,334
CSCO,246.131925,417
DELL,245.5115011,417
GOOG,245.8104833,173
MSFT,246.0087484,299
ORCL,246.459563,237
SUNW,247.0574005,425
YHOO,246.7597063,258
CSCO,247.2142627,462
DELL,247.4161087,146
GOOG,246.2941177,435
MSFT,246.9443912,481
ORCL,248.2328735,267
SUNW,247.8939638,286
YHOO,248.418055,374
CSCO,250.6323852,138
DELL,249.7125171,451
GOOG,249.1880086,320
MSFT,249.1750084,114
ORCL,251.4809954,417
SUNW,250.9576395,156
YHOO,250.4670903,152
CSCO,252.0627702,431
DELL,251.5175087,282
GOOG,251.5718516,138
MSFT,252.6244387,259
ORCL,254.7192762,434
SUNW,254.4079249,350
YHOO,254.7043138,458
CSCO,254.0821761,200
DELL,255.6805282,145
GOOG,256.9299194,187
MSFT,256.6105864,256
ORCL,255.2770199,431
SUNW,254.5681049,430
YHOO,256.3978278,131
CSCO,257.3705512,232
DELL,257.4128302,238
GOOG,256.2164187,264
MSFT,255.9842335,124
ORCL,256.3812627,448
SUNW,255.9619546,111
YHOO,255.5959177,374
CSCO,254.1975259,189
DELL,253.650675,154
GOOG,253.2523969,276
MSFT,251.667674,423
ORCL,251.8760164,298
SUNW,251.991544,275
YHOO,251.4674046,350
CSCO,251.644248,248
DELL,251.8463149,102
GOOG,253.0854498,437
MSFT,252.1135257,193
ORCL,252.8251716,151
SUNW,253.5308652,145
YHOO,253.3300192,237
CSCO,255.3478962,196
DELL,256.4109802,481
GOOG,256.2692792,310
MSFT,254.4298404,441
ORCL,254.8689741,113
SUNW,255.7132808,388
YHOO,257.2898159,488
CSCO,258.0258556,336
DELL,260.2062178,191
GOOG,259.2452197,370
MSFT,258.4311042,309
ORCL,259.3367919,186
SUNW,258.8825846,168
YHOO,257.5421829,407
CSCO,256.2397535,149
DELL,254.9218226,193
GOOG,253.0116028,490
MSFT,251.6634579,150
ORCL,251.3612291,404
SUNW,250.1087995,410
YHOO,251.4067628,419
CSCO,250.914078,332
DELL,250.81049,323
GOOG,250.9774333,445
MSFT,250.0684322,217
ORCL,251.376987,344
SUNW,252.223327,166
YHOO,254.0775978,355
CSCO,253.4988462,237
DELL,253.6684371,363
GOOG,253.3494243,134
MSFT,254.2973977,438
ORCL,254.9076546,404
SUNW,254.9409973,142
YHOO,254.5887172,455
CSCO,253.900005,145
DELL,255.2254037,111
GOOG,255.5664462,276
MSFT,255.6376622,465
ORCL,255.7508183,134
SUNW,255.3583697,149
YHOO,256.394891,267
CSCO,256.3779306,364
DELL,256.814083,339
GOOG,257.4447749,175
MSFT,258.1810651,124
ORCL,257.0267299,486
SUNW,257.5656024,269
YHOO,256.7404851,103
CSCO,257.38367,249
DELL,258.4464319,150
GOOG,257.3839108,107
MSFT,255.8522222,232
ORCL,254.9028297,314
SUNW,254.2394665,169
YHOO,254.5872317,453
CSCO,254.7571483,350
DELL,254.7878725,177
GOOG,255.4021066,498
MSFT,254.6033813,425
ORCL,254.447563,162
SUNW,254.2314952,158
YHOO,253.7668646,219
CSCO,254.7930116,264
DELL,254.1544208,191
GOOG,254.0141837,256
MSFT,254.2763962,186
ORCL,254.7262519,337
SUNW,253.8646724,491
YHOO,253.3255866,103
CSCO,252.5180396,112
DELL,251.911046,430
GOOG,250.3051194,269
MSFT,252.1864654,425
ORCL,249.558783,302
SUNW,249.6192651,469
YHOO,249.5293914,210
CSCO,250.7965993,121
DELL,250.5593293,255
GOOG,252.195681,140
MSFT,251.4280347,377
ORCL,252.5982427,376
SUNW,254.0179734,472
YHOO,254.1610696,460
CSCO,253.8414399,220
DELL,252.3700213,472
GOOG,251.849647,376
MSFT,250.1077296,186
ORCL,249.4512415,366
SUNW,249.241677,424
YHOO,250.4020214,267
CSCO,251.1330049,279
DELL,250.4584016,499
GOOG,252.4193553,313
MSFT,253.2656961,353
ORCL,253.4655336,174
SUNW,252.7709687,102
YHOO,252.4226449,169
CSCO,252.2559446,225
DELL,252.8767315,300
GOOG,254.1292221,353
MSFT,252.5906168,172
ORCL,252.4084418,180
SUNW,255.2543103,107
YHOO,255.494461,497
CSCO,255.749313,393
DELL,254.7535527,268
GOOG,255.8118155,308
MSFT,255.0543802,451
ORCL,255.4107362,364
SUNW,253.9199534,290
YHOO,254.1423269,376
CSCO,252.737746,140
DELL,253.7851391,149
GOOG,254.3373348,161
MSFT,253.4346793,100
ORCL,255.4375376,225
SUNW,256.3652915,356
YHOO,254.3312765,344
CSCO,254.6830249,271
DELL,254.935822,178
GOOG,254.0856025,272
MSFT,253.3639654,371
ORCL,254.4206528,458
SUNW,254.7056986,307
YHOO,253.7530069,165
CSCO,254.061471,274
DELL,255.2117398,427
GOOG,254.1238623,166
MSFT,255.0954854,270
ORCL,254.5710375,185
SUNW,253.6839726,156
YHOO,254.1255748,195
CSCO,253.6111571,195
DELL,254.0056122,314
GOOG,253.007975,340
MSFT,253.5248205,118
ORCL,253.9407136,429
SUNW,252.6400699,448
YHOO,254.5757925,385
CSCO,255.3287003,234
DELL,255.455966,410
GOOG,254.7897307,410
MSFT,255.506198,164
ORCL,255.3529987,104
SUNW,253.9650083,293
YHOO,253.7166402,371
CSCO,253.6612673,449
DELL,252.7556405,280
GOOG,251.0482569,220
MSFT,251.4437155,319
ORCL,251.8322751,104
SUNW,251.7827994,415
YHOO,253.1997905,342
CSCO,255.5301923,379
DELL,256.3852205,317
GOOG,257.4936691,350
MSFT,258.3001164,197
ORCL,257.8159882,213
SUNW,256.4203665,438
YHOO,256.3432127,231
CSCO,255.2597427,240
DELL,255.2990349,242
GOOG,255.6084414,494
MSFT,254.3676697,221
ORCL,254.6304777,405
SUNW,255.6303714,483
YHOO,257.2821031,483
CSCO,257.8020179,429
DELL,258.0939916,270
GOOG,260.0977378,257
MSFT,259.941544,179
ORCL,262.0372565,273
SUNW,262.7665507,238
YHOO,264.2071188,364
CSCO,263.2987308,116
DELL,263.9068614,261
GOOG,265.5045538,329
MSFT,265.005228,141
ORCL,266.5137794,392
SUNW,266.7163371,359
YHOO,265.7149464,374
CSCO,264.8193891,277
DELL,265.2255479,391
GOOG,266.329559,129
MSFT,266.5289044,104
ORCL,265.2608984,380
SUNW,265.5537133,422
YHOO,265.8878815,379
CSCO,265.8424063,318
DELL,267.2707694,107
GOOG,269.5618232,247
MSFT,269.1282195,402
ORCL,269.0102085,191
SUNW,268.4632849,103
YHOO,267.9631066,490
CSCO,266.0729029,340
DELL,267.7183765,353
GOOG,268.2849758,116
MSFT,267.2803811,453
ORCL,267.7421558,297
SUNW,266.0295399,398
YHOO,265.9904167,442
CSCO,264.7640097,367
DELL,265.2406709,194
GOOG,265.3194375,379
MSFT,265.3398219,500
ORCL,266.127047,386
SUNW,265.9741671,169
YHOO,265.9935539,370
CSCO,265.2799051,416
DELL,265.1680081,252
GOOG,263.4325194,231
MSFT,264.129267,240
ORCL,264.4369552,105
SUNW,263.8164753,183
YHOO,264.1550998,218
CSCO,264.8773887,193
DELL,263.776622,124
GOOG,262.6617735,249
MSFT,263.8557826,101
ORCL,264.1945082,239
SUNW,263.644064,103
YHOO,262.6646799,473
CSCO,261.4680556,385
DELL,260.9534789,309
GOOG,261.3717269,482
MSFT,261.4346357,134
ORCL,260.8615353,268
SUNW,262.191533,221
YHOO,262.9013242,130
CSCO,263.074916,418
DELL,264.5646161,227
GOOG,263.8303747,208
MSFT,264.3616103,473
ORCL,264.5924686,373
SUNW,265.3436458,160
YHOO,265.6114097,144
CSCO,265.5632071,117
DELL,265.2844739,475
GOOG,265.9847459,139
MSFT,266.3940361,212
ORCL,267.7495941,169
SUNW,268.1673663,266
YHOO,267.2816903,210
CSCO,267.2718646,309
DELL,268.4054573,288
GOOG,266.3447993,411
MSFT,265.0318407,135
ORCL,263.7269963,430
SUNW,264.3859228,276
YHOO,265.4660169,380
CSCO,266.0675598,262
DELL,265.2043109,355
GOOG,265.9066187,366
MSFT,265.8398956,379
ORCL,265.5099624,123
SUNW,264.5032497,197
YHOO,265.0538133,264
CSCO,265.1792731,150
DELL,264.4943516,130
GOOG,264.225423,221
MSFT,265.9961319,270
ORCL,265.3742861,183
SUNW,266.5220397,122
YHOO,265.3644337,275
CSCO,265.8078861,439
DELL,268.0156196,415
GOOG,267.8477303,194
MSFT,267.8527381,359
ORCL,268.8201176,325
SUNW,270.0182234,349
YHOO,270.1944619,131
CSCO,270.2866595,126
DELL,270.3759594,217
GOOG,270.7162086,354
MSFT,271.4447087,410
ORCL,272.8709187,191
SUNW,273.1081189,287
YHOO,273.3295882,326
CSCO,271.736365,302
DELL,271.9752228,338
GOOG,271.3788001,151
MSFT,270.5115526,406
ORCL,270.2482857,224
SUNW,269.8984711,326
YHOO,270.1530266,192
CSCO,269.2923911,434
DELL,268.0007883,138
GOOG,266.4549438,319
MSFT,265.9058649,181
ORCL,266.267321,425
SUNW,265.0579128,366
YHOO,265.6031468,104
CSCO,265.8611357,138
DELL,266.8788182,275
GOOG,268.4329266,355
MSFT,268.2224592,324
ORCL,268.49439,248
SUNW,265.9935076,455
YHOO,265.2592327,411
CSCO,264.6645031,188
DELL,264.7254577,205
GOOG,263.1335494,443
MSFT,263.2424103,339
ORCL,262.8347691,152
SUNW,262.1426903,348
YHOO,262.598146,398
CSCO,262.5028093,492
DELL,264.2886289,378
GOOG,264.1112197,227
MSFT,264.4266038,430
ORCL,263.6955905,230
SUNW,262.5061849,160
YHOO,262.0133878,370
CSCO,261.5846198,125
DELL,262.484835,436
GOOG,263.1842615,157
MSFT,263.9480559,410
ORCL,265.529708,170
SUNW,265.9764106,367
YHOO,265.4404698,338
CSCO,266.2668311,180
DELL,266.8131126,126
GOOG,267.0127076,124
MSFT,267.1916163,363
ORCL,266.5525645,325
SUNW,266.3680862,333
YHOO,266.9019481,125
CSCO,267.9247618,494
DELL,267.2826045,117
GOOG,266.5572627,449
MSFT,264.6963183,144
ORCL,265.2522242,471
SUNW,265.8538049,263
YHOO,266.1660977,180
CSCO,266.21941,279
DELL,264.6557878,290
GOOG,262.922951,138
MSFT,261.9231395,210
ORCL,262.7813394,321
SUNW,262.6455503,491
YHOO,261.517401,276
CSCO,261.0723741,316
DELL,261.8565955,327
GOOG,262.1816911,375
MSFT,262.900442,397
ORCL,262.3614988,437
SUNW,261.6254547,217
YHOO,260.4648033,177
CSCO,260.4847095,293
DELL,259.6164717,151
GOOG,260.5133457,305
MSFT,261.6472247,365
ORCL,262.5811037,496
SUNW,262.7421665,332
YHOO,261.8349036,171
CSCO,263.7558878,339
DELL,262.2738101,448
GOOG,261.1560557,390
MSFT,260.5368515,328
ORCL,260.8185429,310
SUNW,261.6952854,371
YHOO,260.9114146,295
CSCO,261.2617975,366
DELL,261.8220646,347
GOOG,261.547184,393
MSFT,260.3577907,177
ORCL,260.1318774,383
SUNW,258.9725775,395
YHOO,258.541953,270
CSCO,257.8126373,411
DELL,258.5373707,315
GOOG,259.4755261,441
MSFT,259.6030428,132
ORCL,259.223435,205
SUNW,259.8543663,215
YHOO,259.4679214,117
CSCO,261.5969029,192
DELL,260.2274974,349
GOOG,260.0702786,433
MSFT,260.756422,321
ORCL,262.0937207,169
SUNW,261.8390746,425
YHOO,261.8602868,443
CSCO,263.228393,296
DELL,264.8642511,420
GOOG,265.4484749,350
MSFT,263.9016821,290
ORCL,264.1170368,424
SUNW,263.9753461,482
YHOO,261.4973963,261
CSCO,260.9286708,119
DELL,258.9629862,146
GOOG,258.2805377,139
MSFT,259.5668472,280
ORCL,259.440467,226
SUNW,259.1072907,389
YHOO,259.0943963,331
CSCO,257.6807475,156
DELL,257.6504116,485
GOOG,258.3516879,166
MSFT,258.3281217,362
ORCL,258.1532067,204
SUNW,258.6981292,298
YHOO,259.3231055,481
CSCO,261.1413167,205
DELL,261.2707378,179
GOOG,263.078173,347
MSFT,262.6882357,493
ORCL,262.6942221,350
SUNW,262.4244489,467
YHOO,263.0114002,268
CSCO,262.3124207,305
DELL,262.1281274,124
GOOG,262.8076177,294
MSFT,262.3240144,206
ORCL,263.1701205,458
SUNW,262.6855358,370
YHOO,263.7861369,145
CSCO,264.5927601,385
DELL,263.6268808,371
GOOG,263.1702386,192
MSFT,263.6472384,230
ORCL,263.5130586,375
SUNW,262.9275669,394
YHOO,264.2633253,147
CSCO,263.5309207,432
DELL,264.8202465,466
GOOG,264.5098647,230
MSFT,262.9556699,215
ORCL,264.0356496,161
SUNW,264.6913065,413
YHOO,265.5397134,443
CSCO,265.4378377,477
DELL,264.5674321,445
GOOG,262.5299558,451
MSFT,263.8500318,161
ORCL,264.3213635,498
SUNW,264.4498878,320
YHOO,263.675087,117
CSCO,261.352587,400
DELL,260.6035986,353
GOOG,260.3077812,202
MSFT,263.0736402,106
ORCL,263.0678729,313
SUNW,261.2760688,413
YHOO,259.5248494,168
CSCO,258.5934349,395
DELL,259.3278289,350
GOOG,260.6840406,464
MSFT,261.3372974,459
ORCL,262.7440533,477
SUNW,264.5721931,493
YHOO,265.9664425,265
CSCO,264.6610041,236
DELL,262.5300571,461
GOOG,262.1659812,335
MSFT,262.0757726,416
ORCL,262.8251297,367
SUNW,261.2516945,158
YHOO,259.9089731,299
CSCO,260.517343,445
DELL,261.2061733,262
GOOG,260.3054358,276
MSFT,259.0375095,195
ORCL,259.1833247,353
SUNW,258.6919225,419
YHOO,257.7495945,366
CSCO,257.7251435,186
DELL,256.3437381,393
GOOG,256.6482305,145
MSFT,254.5896589,478
ORCL,253.8685916,441
SUNW,252.8894412,112
YHOO,251.915115,261
CSCO,251.9853604,109
DELL,252.1702188,174
GOOG,251.4550534,369
MSFT,252.9293865,332
ORCL,251.8942484,126
SUNW,252.3419651,287
YHOO,250.7236651,389
CSCO,251.4008265,238
DELL,251.7572625,415
GOOG,252.8311829,173
MSFT,253.1520704,349
ORCL,253.5487983,359
SUNW,255.3289658,296
YHOO,256.7337963,301
CSCO,256.281361,458
DELL,256.4934055,437
GOOG,256.053656,320
MSFT,255.8557869,443
ORCL,254.9336553,439
SUNW,257.0365017,372
YHOO,256.097335,454
CSCO,257.0202623,417
DELL,256.0570694,319
GOOG,255.7395306,314
MSFT,255.8973236,196
ORCL,255.5870318,367
SUNW,255.6848925,133
YHOO,256.6692643,144
CSCO,257.0043589,253
DELL,256.7581984,146
GOOG,257.734827,412
MSFT,257.3412782,455
ORCL,256.0398474,490
SUNW,256.5477697,239
YHOO,256.5559426,209
CSCO,257.6086146,204
DELL,258.040556,266
GOOG,259.6016951,338
MSFT,258.5319139,171
ORCL,256.282829,155
SUNW,256.6492737,470
YHOO,257.2423235,465
CSCO,256.9065286,378
DELL,255.6820922,206
GOOG,255.1655305,112
MSFT,255.3297997,346
ORCL,254.3430187,371
SUNW,254.4489087,181
YHOO,254.8220941,454
CSCO,255.5090763,265
DELL,253.9788702,290
GOOG,254.2967183,155
MSFT,252.7429217,490
ORCL,251.6426835,118
SUNW,252.1674631,319
YHOO,253.5712904,194
CSCO,252.8242829,307
DELL,253.241299,479
GOOG,253.7277951,405
MSFT,253.0308738,214
ORCL,253.1008687,153
SUNW,254.5986737,485
YHOO,254.801849,261
CSCO,254.5991764,389
DELL,254.5736933,291
GOOG,255.7711168,368
MSFT,254.8721398,143
ORCL,254.5539068,497
SUNW,254.0024416,178
YHOO,255.4265616,178
CSCO,254.6752643,249
DELL,252.5067876,233
GOOG,252.8413412,441
MSFT,252.1216864,403
ORCL,250.7701493,413
SUNW,248.5643262,398
YHOO,248.1740984,328
CSCO,249.5339402,215
DELL,248.2605878,432
GOOG,247.2114984,473
MSFT,246.3520689,363
ORCL,247.3250515,348
SUNW,247.4091139,127
YHOO,247.0258461,240
CSCO,246.5620181,475
DELL,245.9472989,418
GOOG,244.325371,226
MSFT,244.3682449,273
ORCL,246.7015931,231
SUNW,245.8385089,415
YHOO,247.6555882,424
CSCO,245.4460028,196
DELL,243.5889433,491
GOOG,244.9149919,492
MSFT,244.5204036,333
ORCL,245.3750259,266
SUNW,244.6151262,262
YHOO,243.7782744,202
CSCO,243.8487147,384
DELL,245.0628464,283
GOOG,246.7037745,156
MSFT,247.2253851,219
ORCL,248.605197,442
SUNW,249.0333558,371
YHOO,249.4669895,456
CSCO,250.0159149,204
DELL,249.5954202,169
GOOG,249.3016121,157
MSFT,249.1561557,302
ORCL,248.3469259,206
SUNW,249.4870907,397
YHOO,248.5081765,169
CSCO,249.5705666,487
DELL,250.0278997,390
GOOG,251.1839968,374
MSFT,251.6637337,328
ORCL,250.3276761,141
SUNW,251.2386436,336
YHOO,250.3328032,272
CSCO,250.2490425,489
DELL,249.1428867,118
GOOG,249.6253345,441
MSFT,250.7036647,116
ORCL,250.0929893,112
