FINCoS Performance Log File.
Generated from:
 "/Users/ares161/eclipse-workspace/TFM FINCoS/log/AQ_ESPER_SINK.log" [Fri Sep 04 00:09:12 CEST 2020] to [Fri Sep 04 00:30:37 CEST 2020]
log file(s).
Timestamp,Server,Stream,Avg_Throughput,Min_Throughput,Max_Throughput,Last_Throughput,Avg_RT,Min_RT,Max_RT,Stdev_RT,Last_RT
1599170977000,Esper (sample),NO2_Avg(output),806.080,736.000,888.000,852.000,NaN,NaN,NaN,NaN,NaN
1599170978000,Esper (sample),NO2_Avg(output),805.846,736.000,888.000,800.000,NaN,NaN,NaN,NaN,NaN
1599170979000,Esper (sample),NO2_Avg(output),806.519,736.000,888.000,824.000,NaN,NaN,NaN,NaN,NaN
1599170980000,Esper (sample),NO2_Avg(output),808.286,736.000,888.000,856.000,NaN,NaN,NaN,NaN,NaN
1599170981000,Esper (sample),NO2_Avg(output),808.690,736.000,888.000,820.000,NaN,NaN,NaN,NaN,NaN
1599170982000,Esper (sample),NO2_Avg(output),808.133,736.000,888.000,792.000,NaN,NaN,NaN,NaN,NaN
1599170983000,Esper (sample),NO2_Avg(output),807.226,736.000,888.000,780.000,NaN,NaN,NaN,NaN,NaN
1599170984000,Esper (sample),NO2_Avg(output),806.875,736.000,888.000,796.000,NaN,NaN,NaN,NaN,NaN
1599170985000,Esper (sample),NO2_Avg(output),807.152,736.000,888.000,816.000,NaN,NaN,NaN,NaN,NaN
1599170986000,Esper (sample),NO2_Avg(output),806.118,736.000,888.000,772.000,NaN,NaN,NaN,NaN,NaN
1599170987000,Esper (sample),NO2_Avg(output),805.600,736.000,888.000,788.000,NaN,NaN,NaN,NaN,NaN
1599170988000,Esper (sample),NO2_Avg(output),806.444,736.000,888.000,836.000,NaN,NaN,NaN,NaN,NaN
1599170989000,Esper (sample),NO2_Avg(output),806.595,736.000,888.000,812.000,NaN,NaN,NaN,NaN,NaN
1599170990000,Esper (sample),NO2_Avg(output),808.526,736.000,888.000,880.000,NaN,NaN,NaN,NaN,NaN
1599170991000,Esper (sample),NO2_Avg(output),808.821,736.000,888.000,820.000,NaN,NaN,NaN,NaN,NaN
1599170992000,Esper (sample),NO2_Avg(output),810.700,736.000,888.000,884.000,NaN,NaN,NaN,NaN,NaN
1599170993000,Esper (sample),NO2_Avg(output),811.024,736.000,888.000,824.000,NaN,NaN,NaN,NaN,NaN
1599170994000,Esper (sample),NO2_Avg(output),811.143,736.000,888.000,816.000,NaN,NaN,NaN,NaN,NaN
1599170995000,Esper (sample),NO2_Avg(output),811.907,736.000,888.000,844.000,NaN,NaN,NaN,NaN,NaN
1599170996000,Esper (sample),NO2_Avg(output),811.545,736.000,888.000,796.000,NaN,NaN,NaN,NaN,NaN
1599170997000,Esper (sample),NO2_Avg(output),810.756,736.000,888.000,776.000,NaN,NaN,NaN,NaN,NaN
1599170998000,Esper (sample),NO2_Avg(output),811.043,736.000,888.000,824.000,NaN,NaN,NaN,NaN,NaN
1599170999000,Esper (sample),NO2_Avg(output),811.319,736.000,888.000,824.000,NaN,NaN,NaN,NaN,NaN
1599171000000,Esper (sample),NO2_Avg(output),811.750,736.000,888.000,832.000,NaN,NaN,NaN,NaN,NaN
1599171001000,Esper (sample),NO2_Avg(output),812.163,736.000,888.000,832.000,NaN,NaN,NaN,NaN,NaN
1599171002000,Esper (sample),NO2_Avg(output),811.840,736.000,888.000,796.000,NaN,NaN,NaN,NaN,NaN
1599171003000,Esper (sample),NO2_Avg(output),812.235,736.000,888.000,832.000,NaN,NaN,NaN,NaN,NaN
1599171004000,Esper (sample),NO2_Avg(output),812.846,736.000,888.000,844.000,NaN,NaN,NaN,NaN,NaN
1599171005000,Esper (sample),NO2_Avg(output),812.302,736.000,888.000,784.000,NaN,NaN,NaN,NaN,NaN
1599171006000,Esper (sample),NO2_Avg(output),812.074,736.000,888.000,800.000,NaN,NaN,NaN,NaN,NaN
1599171007000,Esper (sample),NO2_Avg(output),812.145,736.000,888.000,816.000,NaN,NaN,NaN,NaN,NaN
1599171008000,Esper (sample),NO2_Avg(output),812.071,736.000,888.000,808.000,NaN,NaN,NaN,NaN,NaN
1599171009000,Esper (sample),NO2_Avg(output),811.719,736.000,888.000,792.000,NaN,NaN,NaN,NaN,NaN
1599171010000,Esper (sample),NO2_Avg(output),811.862,736.000,888.000,820.000,NaN,NaN,NaN,NaN,NaN
1599171011000,Esper (sample),NO2_Avg(output),812.949,736.000,888.000,876.000,NaN,NaN,NaN,NaN,NaN
1599171012000,Esper (sample),NO2_Avg(output),813.867,736.000,888.000,868.000,NaN,NaN,NaN,NaN,NaN
1599171013000,Esper (sample),NO2_Avg(output),814.361,736.000,888.000,844.000,NaN,NaN,NaN,NaN,NaN
1599171014000,Esper (sample),NO2_Avg(output),814.710,736.000,888.000,836.000,NaN,NaN,NaN,NaN,NaN
1599171015000,Esper (sample),NO2_Avg(output),814.222,736.000,888.000,784.000,NaN,NaN,NaN,NaN,NaN
1599171016000,Esper (sample),NO2_Avg(output),814.562,736.000,888.000,836.000,NaN,NaN,NaN,NaN,NaN
1599171017000,Esper (sample),NO2_Avg(output),815.077,736.000,888.000,848.000,NaN,NaN,NaN,NaN,NaN
1599171018000,Esper (sample),NO2_Avg(output),814.545,736.000,888.000,780.000,NaN,NaN,NaN,NaN,NaN
1599171019000,Esper (sample),NO2_Avg(output),815.104,736.000,888.000,852.000,NaN,NaN,NaN,NaN,NaN
1599171020000,Esper (sample),NO2_Avg(output),815.294,736.000,888.000,828.000,NaN,NaN,NaN,NaN,NaN
1599171021000,Esper (sample),NO2_Avg(output),815.478,736.000,888.000,828.000,NaN,NaN,NaN,NaN,NaN
1599171022000,Esper (sample),NO2_Avg(output),815.086,736.000,888.000,788.000,NaN,NaN,NaN,NaN,NaN
1599171023000,Esper (sample),NO2_Avg(output),814.817,736.000,888.000,796.000,NaN,NaN,NaN,NaN,NaN
1599171024000,Esper (sample),NO2_Avg(output),814.833,736.000,888.000,816.000,NaN,NaN,NaN,NaN,NaN
1599171025000,Esper (sample),NO2_Avg(output),814.904,736.000,888.000,820.000,NaN,NaN,NaN,NaN,NaN
1599171026000,Esper (sample),NO2_Avg(output),814.973,736.000,888.000,820.000,NaN,NaN,NaN,NaN,NaN
1599171027000,Esper (sample),NO2_Avg(output),814.613,736.000,888.000,788.000,NaN,NaN,NaN,NaN,NaN
1599171028000,Esper (sample),NO2_Avg(output),814.263,736.000,888.000,788.000,NaN,NaN,NaN,NaN,NaN
1599171029000,Esper (sample),NO2_Avg(output),814.909,736.000,888.000,864.000,NaN,NaN,NaN,NaN,NaN
1599171030000,Esper (sample),NO2_Avg(output),814.923,736.000,888.000,816.000,NaN,NaN,NaN,NaN,NaN
1599171031000,Esper (sample),NO2_Avg(output),814.937,736.000,888.000,816.000,NaN,NaN,NaN,NaN,NaN
1599171032000,Esper (sample),NO2_Avg(output),815.050,736.000,888.000,824.000,NaN,NaN,NaN,NaN,NaN
1599171033000,Esper (sample),NO2_Avg(output),815.506,736.000,888.000,852.000,NaN,NaN,NaN,NaN,NaN
1599171034000,Esper (sample),NO2_Avg(output),815.707,736.000,888.000,832.000,NaN,NaN,NaN,NaN,NaN
1599171035000,Esper (sample),NO2_Avg(output),815.663,736.000,888.000,812.000,NaN,NaN,NaN,NaN,NaN
1599171036000,Esper (sample),NO2_Avg(output),816.333,736.000,888.000,872.000,NaN,NaN,NaN,NaN,NaN
1599171037000,Esper (sample),NO2_Avg(output),816.753,736.000,888.000,852.000,NaN,NaN,NaN,NaN,NaN
1599171038000,Esper (sample),NO2_Avg(output),817.023,736.000,888.000,840.000,NaN,NaN,NaN,NaN,NaN
1599171039000,Esper (sample),NO2_Avg(output),817.103,736.000,888.000,824.000,NaN,NaN,NaN,NaN,NaN
1599171040000,Esper (sample),NO2_Avg(output),818.000,736.000,896.000,896.000,NaN,NaN,NaN,NaN,NaN
1599171041000,Esper (sample),NO2_Avg(output),818.562,736.000,896.000,868.000,NaN,NaN,NaN,NaN,NaN
1599171042000,Esper (sample),NO2_Avg(output),818.489,736.000,896.000,812.000,NaN,NaN,NaN,NaN,NaN
1599171043000,Esper (sample),NO2_Avg(output),818.286,736.000,896.000,800.000,NaN,NaN,NaN,NaN,NaN
1599171044000,Esper (sample),NO2_Avg(output),818.000,736.000,896.000,792.000,NaN,NaN,NaN,NaN,NaN
1599171045000,Esper (sample),NO2_Avg(output),818.108,736.000,896.000,828.000,NaN,NaN,NaN,NaN,NaN
1599171046000,Esper (sample),NO2_Avg(output),818.170,736.000,896.000,824.000,NaN,NaN,NaN,NaN,NaN
1599171047000,Esper (sample),NO2_Avg(output),817.937,736.000,896.000,796.000,NaN,NaN,NaN,NaN,NaN
1599171048000,Esper (sample),NO2_Avg(output),817.750,736.000,896.000,800.000,NaN,NaN,NaN,NaN,NaN
1599171049000,Esper (sample),NO2_Avg(output),817.979,736.000,896.000,840.000,NaN,NaN,NaN,NaN,NaN
1599171050000,Esper (sample),NO2_Avg(output),818.000,736.000,896.000,820.000,NaN,NaN,NaN,NaN,NaN
1599171051000,Esper (sample),NO2_Avg(output),818.061,736.000,896.000,824.000,NaN,NaN,NaN,NaN,NaN
1599171052000,Esper (sample),NO2_Avg(output),818.440,736.000,896.000,856.000,NaN,NaN,NaN,NaN,NaN
1599171053000,Esper (sample),NO2_Avg(output),818.614,736.000,896.000,836.000,NaN,NaN,NaN,NaN,NaN
1599171054000,Esper (sample),NO2_Avg(output),818.784,736.000,896.000,836.000,NaN,NaN,NaN,NaN,NaN
1599171055000,Esper (sample),NO2_Avg(output),818.951,736.000,896.000,836.000,NaN,NaN,NaN,NaN,NaN
1599171056000,Esper (sample),NO2_Avg(output),819.077,736.000,896.000,832.000,NaN,NaN,NaN,NaN,NaN
1599171057000,Esper (sample),NO2_Avg(output),819.048,736.000,896.000,816.000,NaN,NaN,NaN,NaN,NaN
1599171058000,Esper (sample),NO2_Avg(output),819.283,736.000,896.000,844.000,NaN,NaN,NaN,NaN,NaN
1599171059000,Esper (sample),NO2_Avg(output),819.776,736.000,896.000,872.000,NaN,NaN,NaN,NaN,NaN
1599171060000,Esper (sample),NO2_Avg(output),820.000,736.000,896.000,844.000,NaN,NaN,NaN,NaN,NaN
1599171061000,Esper (sample),NO2_Avg(output),820.110,736.000,896.000,832.000,NaN,NaN,NaN,NaN,NaN
1599171062000,Esper (sample),NO2_Avg(output),820.909,736.000,908.000,908.000,NaN,NaN,NaN,NaN,NaN
1599171063000,Esper (sample),NO2_Avg(output),821.153,736.000,908.000,848.000,NaN,NaN,NaN,NaN,NaN
1599171064000,Esper (sample),NO2_Avg(output),821.607,736.000,908.000,872.000,NaN,NaN,NaN,NaN,NaN
1599171065000,Esper (sample),NO2_Avg(output),822.053,736.000,908.000,872.000,NaN,NaN,NaN,NaN,NaN
1599171066000,Esper (sample),NO2_Avg(output),822.211,736.000,908.000,840.000,NaN,NaN,NaN,NaN,NaN
1599171067000,Esper (sample),NO2_Avg(output),822.470,736.000,908.000,852.000,NaN,NaN,NaN,NaN,NaN
1599171068000,Esper (sample),NO2_Avg(output),822.276,736.000,908.000,800.000,NaN,NaN,NaN,NaN,NaN
1599171069000,Esper (sample),NO2_Avg(output),822.667,736.000,908.000,868.000,NaN,NaN,NaN,NaN,NaN
1599171070000,Esper (sample),NO2_Avg(output),822.746,736.000,908.000,832.000,NaN,NaN,NaN,NaN,NaN
1599171071000,Esper (sample),NO2_Avg(output),822.958,736.000,908.000,848.000,NaN,NaN,NaN,NaN,NaN
1599171072000,Esper (sample),NO2_Avg(output),823.067,736.000,908.000,836.000,NaN,NaN,NaN,NaN,NaN
1599171073000,Esper (sample),NO2_Avg(output),823.041,736.000,908.000,820.000,NaN,NaN,NaN,NaN,NaN
1599171074000,Esper (sample),NO2_Avg(output),823.377,736.000,908.000,864.000,NaN,NaN,NaN,NaN,NaN
1599171075000,Esper (sample),NO2_Avg(output),823.772,736.000,908.000,872.000,NaN,NaN,NaN,NaN,NaN
1599171076000,Esper (sample),NO2_Avg(output),824.355,736.000,908.000,896.000,NaN,NaN,NaN,NaN,NaN
1599171077000,Esper (sample),NO2_Avg(output),824.672,736.000,908.000,864.000,NaN,NaN,NaN,NaN,NaN
1599171078000,Esper (sample),NO2_Avg(output),825.016,736.000,908.000,868.000,NaN,NaN,NaN,NaN,NaN
1599171079000,Esper (sample),NO2_Avg(output),825.228,736.000,908.000,852.000,NaN,NaN,NaN,NaN,NaN
1599171080000,Esper (sample),NO2_Avg(output),825.438,736.000,908.000,852.000,NaN,NaN,NaN,NaN,NaN
1599171081000,Esper (sample),NO2_Avg(output),825.581,736.000,908.000,844.000,NaN,NaN,NaN,NaN,NaN
1599171082000,Esper (sample),NO2_Avg(output),825.815,736.000,908.000,856.000,NaN,NaN,NaN,NaN,NaN
1599171083000,Esper (sample),NO2_Avg(output),825.832,736.000,908.000,828.000,NaN,NaN,NaN,NaN,NaN
1599171084000,Esper (sample),NO2_Avg(output),826.394,736.000,908.000,900.000,NaN,NaN,NaN,NaN,NaN
1599171085000,Esper (sample),NO2_Avg(output),826.496,736.000,908.000,840.000,NaN,NaN,NaN,NaN,NaN
1599171086000,Esper (sample),NO2_Avg(output),826.806,736.000,908.000,868.000,NaN,NaN,NaN,NaN,NaN
1599171087000,Esper (sample),NO2_Avg(output),826.874,736.000,908.000,836.000,NaN,NaN,NaN,NaN,NaN
1599171088000,Esper (sample),NO2_Avg(output),827.618,736.000,928.000,928.000,NaN,NaN,NaN,NaN,NaN
1599171089000,Esper (sample),NO2_Avg(output),828.175,736.000,928.000,904.000,NaN,NaN,NaN,NaN,NaN
1599171090000,Esper (sample),NO2_Avg(output),828.058,736.000,928.000,812.000,NaN,NaN,NaN,NaN,NaN
1599171091000,Esper (sample),NO2_Avg(output),828.086,736.000,928.000,832.000,NaN,NaN,NaN,NaN,NaN
1599171092000,Esper (sample),NO2_Avg(output),828.114,736.000,928.000,832.000,NaN,NaN,NaN,NaN,NaN
1599171093000,Esper (sample),NO2_Avg(output),828.652,736.000,928.000,904.000,NaN,NaN,NaN,NaN,NaN
1599171094000,Esper (sample),NO2_Avg(output),828.845,736.000,928.000,856.000,NaN,NaN,NaN,NaN,NaN
1599171095000,Esper (sample),NO2_Avg(output),829.287,736.000,928.000,892.000,NaN,NaN,NaN,NaN,NaN
1599171096000,Esper (sample),NO2_Avg(output),829.472,736.000,928.000,856.000,NaN,NaN,NaN,NaN,NaN
1599171097000,Esper (sample),NO2_Avg(output),829.766,736.000,928.000,872.000,NaN,NaN,NaN,NaN,NaN
1599171098000,Esper (sample),NO2_Avg(output),829.781,736.000,928.000,832.000,NaN,NaN,NaN,NaN,NaN
1599171099000,Esper (sample),NO2_Avg(output),829.986,736.000,928.000,860.000,NaN,NaN,NaN,NaN,NaN
1599171100000,Esper (sample),NO2_Avg(output),830.649,736.000,928.000,928.000,NaN,NaN,NaN,NaN,NaN
1599171101000,Esper (sample),NO2_Avg(output),830.899,736.000,928.000,868.000,NaN,NaN,NaN,NaN,NaN
1599171102000,Esper (sample),NO2_Avg(output),831.040,736.000,928.000,852.000,NaN,NaN,NaN,NaN,NaN
1599171103000,Esper (sample),NO2_Avg(output),831.232,736.000,928.000,860.000,NaN,NaN,NaN,NaN,NaN
1599171104000,Esper (sample),NO2_Avg(output),831.158,736.000,928.000,820.000,NaN,NaN,NaN,NaN,NaN
1599171105000,Esper (sample),NO2_Avg(output),831.268,736.000,928.000,848.000,NaN,NaN,NaN,NaN,NaN
1599171106000,Esper (sample),NO2_Avg(output),831.922,736.000,932.000,932.000,NaN,NaN,NaN,NaN,NaN
1599171107000,Esper (sample),NO2_Avg(output),831.974,736.000,932.000,840.000,NaN,NaN,NaN,NaN,NaN
1599171108000,Esper (sample),NO2_Avg(output),831.974,736.000,932.000,832.000,NaN,NaN,NaN,NaN,NaN
1599171109000,Esper (sample),NO2_Avg(output),832.076,736.000,932.000,848.000,NaN,NaN,NaN,NaN,NaN
1599171110000,Esper (sample),NO2_Avg(output),832.253,736.000,932.000,860.000,NaN,NaN,NaN,NaN,NaN
1599171111000,Esper (sample),NO2_Avg(output),832.352,736.000,932.000,848.000,NaN,NaN,NaN,NaN,NaN
1599171112000,Esper (sample),NO2_Avg(output),832.725,736.000,932.000,892.000,NaN,NaN,NaN,NaN,NaN
1599171113000,Esper (sample),NO2_Avg(output),833.093,736.000,932.000,892.000,NaN,NaN,NaN,NaN,NaN
1599171114000,Esper (sample),NO2_Avg(output),833.383,736.000,932.000,880.000,NaN,NaN,NaN,NaN,NaN
1599171115000,Esper (sample),NO2_Avg(output),833.620,736.000,932.000,872.000,NaN,NaN,NaN,NaN,NaN
1599171116000,Esper (sample),NO2_Avg(output),834.024,736.000,932.000,900.000,NaN,NaN,NaN,NaN,NaN
1599171117000,Esper (sample),NO2_Avg(output),834.279,736.000,932.000,876.000,NaN,NaN,NaN,NaN,NaN
1599171118000,Esper (sample),NO2_Avg(output),834.265,736.000,932.000,832.000,NaN,NaN,NaN,NaN,NaN
1599171119000,Esper (sample),NO2_Avg(output),834.539,736.000,932.000,880.000,NaN,NaN,NaN,NaN,NaN
1599171120000,Esper (sample),NO2_Avg(output),834.643,736.000,932.000,852.000,NaN,NaN,NaN,NaN,NaN
1599171121000,Esper (sample),NO2_Avg(output),834.817,736.000,932.000,864.000,NaN,NaN,NaN,NaN,NaN
1599171122000,Esper (sample),NO2_Avg(output),835.318,736.000,932.000,920.000,NaN,NaN,NaN,NaN,NaN
1599171123000,Esper (sample),NO2_Avg(output),835.696,736.000,932.000,900.000,NaN,NaN,NaN,NaN,NaN
1599171124000,Esper (sample),NO2_Avg(output),835.884,736.000,932.000,868.000,NaN,NaN,NaN,NaN,NaN
1599171125000,Esper (sample),NO2_Avg(output),836.162,736.000,932.000,884.000,NaN,NaN,NaN,NaN,NaN
1599171126000,Esper (sample),NO2_Avg(output),836.115,736.000,932.000,828.000,NaN,NaN,NaN,NaN,NaN
1599171127000,Esper (sample),NO2_Avg(output),836.114,736.000,932.000,836.000,NaN,NaN,NaN,NaN,NaN
1599171128000,Esper (sample),NO2_Avg(output),836.159,736.000,932.000,844.000,NaN,NaN,NaN,NaN,NaN
1599171129000,Esper (sample),NO2_Avg(output),836.384,736.000,932.000,876.000,NaN,NaN,NaN,NaN,NaN
1599171130000,Esper (sample),NO2_Avg(output),836.562,736.000,932.000,868.000,NaN,NaN,NaN,NaN,NaN
1599171131000,Esper (sample),NO2_Avg(output),836.603,736.000,932.000,844.000,NaN,NaN,NaN,NaN,NaN
1599171132000,Esper (sample),NO2_Avg(output),837.178,736.000,940.000,940.000,NaN,NaN,NaN,NaN,NaN
1599171133000,Esper (sample),NO2_Avg(output),837.238,736.000,940.000,848.000,NaN,NaN,NaN,NaN,NaN
1599171134000,Esper (sample),NO2_Avg(output),837.407,736.000,940.000,868.000,NaN,NaN,NaN,NaN,NaN
1599171135000,Esper (sample),NO2_Avg(output),837.421,736.000,940.000,840.000,NaN,NaN,NaN,NaN,NaN
1599171136000,Esper (sample),NO2_Avg(output),837.587,736.000,940.000,868.000,NaN,NaN,NaN,NaN,NaN
1599171137000,Esper (sample),NO2_Avg(output),837.557,736.000,940.000,832.000,NaN,NaN,NaN,NaN,NaN
1599171138000,Esper (sample),NO2_Avg(output),838.108,736.000,940.000,940.000,NaN,NaN,NaN,NaN,NaN
1599171139000,Esper (sample),NO2_Avg(output),837.968,736.000,940.000,812.000,NaN,NaN,NaN,NaN,NaN
1599171140000,Esper (sample),NO2_Avg(output),838.106,736.000,940.000,864.000,NaN,NaN,NaN,NaN,NaN
1599171141000,Esper (sample),NO2_Avg(output),838.265,736.000,940.000,868.000,NaN,NaN,NaN,NaN,NaN
1599171142000,Esper (sample),NO2_Avg(output),838.505,736.000,940.000,884.000,NaN,NaN,NaN,NaN,NaN
1599171143000,Esper (sample),NO2_Avg(output),838.743,736.000,940.000,884.000,NaN,NaN,NaN,NaN,NaN
1599171144000,Esper (sample),NO2_Avg(output),839.000,736.000,940.000,888.000,NaN,NaN,NaN,NaN,NaN
1599171145000,Esper (sample),NO2_Avg(output),839.316,736.000,940.000,900.000,NaN,NaN,NaN,NaN,NaN
1599171146000,Esper (sample),NO2_Avg(output),839.629,736.000,940.000,900.000,NaN,NaN,NaN,NaN,NaN
1599171147000,Esper (sample),NO2_Avg(output),839.856,736.000,940.000,884.000,NaN,NaN,NaN,NaN,NaN
1599171148000,Esper (sample),NO2_Avg(output),839.816,736.000,940.000,832.000,NaN,NaN,NaN,NaN,NaN
1599171149000,Esper (sample),NO2_Avg(output),840.041,736.000,940.000,884.000,NaN,NaN,NaN,NaN,NaN
1599171150000,Esper (sample),NO2_Avg(output),840.182,736.000,940.000,868.000,NaN,NaN,NaN,NaN,NaN
1599171151000,Esper (sample),NO2_Avg(output),840.382,736.000,940.000,880.000,NaN,NaN,NaN,NaN,NaN
1599171152000,Esper (sample),NO2_Avg(output),840.700,736.000,940.000,904.000,NaN,NaN,NaN,NaN,NaN
1599171153000,Esper (sample),NO2_Avg(output),841.134,736.000,940.000,928.000,NaN,NaN,NaN,NaN,NaN
1599171154000,Esper (sample),NO2_Avg(output),841.307,736.000,940.000,876.000,NaN,NaN,NaN,NaN,NaN
1599171155000,Esper (sample),NO2_Avg(output),841.320,736.000,940.000,844.000,NaN,NaN,NaN,NaN,NaN
1599171156000,Esper (sample),NO2_Avg(output),841.667,736.000,940.000,912.000,NaN,NaN,NaN,NaN,NaN
1599171157000,Esper (sample),NO2_Avg(output),841.834,736.000,940.000,876.000,NaN,NaN,NaN,NaN,NaN
1599171158000,Esper (sample),NO2_Avg(output),841.961,736.000,940.000,868.000,NaN,NaN,NaN,NaN,NaN
1599171159000,Esper (sample),NO2_Avg(output),842.164,736.000,940.000,884.000,NaN,NaN,NaN,NaN,NaN
1599171160000,Esper (sample),NO2_Avg(output),842.577,736.000,940.000,928.000,NaN,NaN,NaN,NaN,NaN
1599171161000,Esper (sample),NO2_Avg(output),842.679,736.000,940.000,864.000,NaN,NaN,NaN,NaN,NaN
1599171162000,Esper (sample),NO2_Avg(output),842.705,736.000,940.000,848.000,NaN,NaN,NaN,NaN,NaN
1599171163000,Esper (sample),NO2_Avg(output),842.976,736.000,940.000,900.000,NaN,NaN,NaN,NaN,NaN
1599171164000,Esper (sample),NO2_Avg(output),843.132,736.000,940.000,876.000,NaN,NaN,NaN,NaN,NaN
1599171165000,Esper (sample),NO2_Avg(output),843.380,736.000,940.000,896.000,NaN,NaN,NaN,NaN,NaN
1599171166000,Esper (sample),NO2_Avg(output),843.495,736.000,940.000,868.000,NaN,NaN,NaN,NaN,NaN
1599171167000,Esper (sample),NO2_Avg(output),843.702,736.000,940.000,888.000,NaN,NaN,NaN,NaN,NaN
1599171168000,Esper (sample),NO2_Avg(output),843.667,736.000,940.000,836.000,NaN,NaN,NaN,NaN,NaN
1599171169000,Esper (sample),NO2_Avg(output),843.982,736.000,940.000,912.000,NaN,NaN,NaN,NaN,NaN
1599171170000,Esper (sample),NO2_Avg(output),844.257,736.000,940.000,904.000,NaN,NaN,NaN,NaN,NaN
1599171171000,Esper (sample),NO2_Avg(output),844.511,736.000,940.000,900.000,NaN,NaN,NaN,NaN,NaN
1599171172000,Esper (sample),NO2_Avg(output),844.455,736.000,940.000,832.000,NaN,NaN,NaN,NaN,NaN
1599171173000,Esper (sample),NO2_Avg(output),844.543,736.000,940.000,864.000,NaN,NaN,NaN,NaN,NaN
1599171174000,Esper (sample),NO2_Avg(output),844.793,736.000,940.000,900.000,NaN,NaN,NaN,NaN,NaN
1599171175000,Esper (sample),NO2_Avg(output),845.112,736.000,940.000,916.000,NaN,NaN,NaN,NaN,NaN
1599171176000,Esper (sample),NO2_Avg(output),845.268,736.000,940.000,880.000,NaN,NaN,NaN,NaN,NaN
1599171177000,Esper (sample),NO2_Avg(output),845.351,736.000,940.000,864.000,NaN,NaN,NaN,NaN,NaN
1599171178000,Esper (sample),NO2_Avg(output),845.540,736.000,940.000,888.000,NaN,NaN,NaN,NaN,NaN
1599171179000,Esper (sample),NO2_Avg(output),845.868,736.000,940.000,920.000,NaN,NaN,NaN,NaN,NaN
1599171180000,Esper (sample),NO2_Avg(output),846.070,736.000,940.000,892.000,NaN,NaN,NaN,NaN,NaN
1599171181000,Esper (sample),NO2_Avg(output),846.323,736.000,940.000,904.000,NaN,NaN,NaN,NaN,NaN
1599171182000,Esper (sample),NO2_Avg(output),846.626,736.000,940.000,916.000,NaN,NaN,NaN,NaN,NaN
